skill,role_type,exp_category,primary_location
Operational excellence,Data Science,Mid Level (3-5 Yrs),Noida
RSSConsulting,Data Science,Mid Level (3-5 Yrs),Noida
MS Office,Data Science,Mid Level (3-5 Yrs),Noida
Econometrics,Data Science,Mid Level (3-5 Yrs),Noida
Operations,Data Science,Mid Level (3-5 Yrs),Noida
Azure Data Factory,Data Science,Mid Level (3-5 Yrs),Mumbai
Snowflake,Data Science,Mid Level (3-5 Yrs),Mumbai
SQL Azure,Data Science,Mid Level (3-5 Yrs),Mumbai
Data Bricks,Data Science,Mid Level (3-5 Yrs),Mumbai
Azure Data Lake,Data Science,Mid Level (3-5 Yrs),Mumbai
Technical leadership,Data Science,Mid Level (3-5 Yrs),Mumbai
Cloud,Data Science,Mid Level (3-5 Yrs),Mumbai
Client Data Strategies,Data Science,Mid Level (3-5 Yrs),Kolkata
Data & Technology Pre Sales,Data Science,Mid Level (3-5 Yrs),Kolkata
Project Management,Data Science,Mid Level (3-5 Yrs),Kolkata
Data & Tech Partner Management,Data Science,Mid Level (3-5 Yrs),Kolkata
Digital Marketing Channels,Data Science,Mid Level (3-5 Yrs),Kolkata
Problem Solver,Data Science,Mid Level (3-5 Yrs),Kolkata
Data Landscape,Data Science,Mid Level (3-5 Yrs),Kolkata
Partner management,Data Science,Mid Level (3-5 Yrs),Kolkata
Computer science,Data Science,Junior (1-2 Yrs),Chennai
Digital media,Data Science,Junior (1-2 Yrs),Chennai
Consulting,Data Science,Junior (1-2 Yrs),Chennai
Management consulting,Data Science,Junior (1-2 Yrs),Chennai
Manager Technology,Data Science,Junior (1-2 Yrs),Chennai
SOWDigital marketing,Data Science,Junior (1-2 Yrs),Chennai
Stakeholder management,Data Science,Junior (1-2 Yrs),Chennai
Computer science,Data Science,Junior (1-2 Yrs),Hybrid - Bhopal
Digital media,Data Science,Junior (1-2 Yrs),Hybrid - Bhopal
Consulting,Data Science,Junior (1-2 Yrs),Hybrid - Bhopal
Management consulting,Data Science,Junior (1-2 Yrs),Hybrid - Bhopal
Manager Technology,Data Science,Junior (1-2 Yrs),Hybrid - Bhopal
SOWDigital marketing,Data Science,Junior (1-2 Yrs),Hybrid - Bhopal
Stakeholder management,Data Science,Junior (1-2 Yrs),Hybrid - Bhopal
Emerging Technologies,Data Science,Mid Level (3-5 Yrs),Pune
Media Planning,Data Science,Mid Level (3-5 Yrs),Pune
Data Acquisition,Data Science,Mid Level (3-5 Yrs),Pune
Data Products,Data Science,Mid Level (3-5 Yrs),Pune
Business Initiatives,Data Science,Mid Level (3-5 Yrs),Pune
Partner Identification,Data Science,Mid Level (3-5 Yrs),Pune
Audience Segmentation,Data Science,Mid Level (3-5 Yrs),Pune
Acquisition,Data Science,Mid Level (3-5 Yrs),Pune
Product management,Data Science,Mid Level (3-5 Yrs),Chennai
Telecom,Data Science,Mid Level (3-5 Yrs),Chennai
Supply chain management,Data Science,Mid Level (3-5 Yrs),Chennai
Project Management,Data Science,Mid Level (3-5 Yrs),Chennai
Process improvement,Data Science,Mid Level (3-5 Yrs),Chennai
Market research,Data Science,Mid Level (3-5 Yrs),Chennai
Healthcare,Data Science,Mid Level (3-5 Yrs),Chennai
Data Analysis,Data Science,Mid Level (3-5 Yrs),Chennai
Machine Learning,Data Science,Mid Level (3-5 Yrs),Hyderabad
Python,Data Science,Mid Level (3-5 Yrs),Hyderabad
CSSPy,Data Science,Mid Level (3-5 Yrs),Hyderabad
Torchscikit-learn,Data Science,Mid Level (3-5 Yrs),Hyderabad
Java,Data Science,Mid Level (3-5 Yrs),Hyderabad
Script,Data Science,Mid Level (3-5 Yrs),Hyderabad
HTMLAWS,Data Science,Mid Level (3-5 Yrs),Hyderabad
Data Analysis,Data Science,Mid Level (3-5 Yrs),Ahmedabad
C++data science,Data Science,Mid Level (3-5 Yrs),Ahmedabad
Machine Learning,Data Science,Mid Level (3-5 Yrs),Ahmedabad
Programmingmodel development,Data Science,Mid Level (3-5 Yrs),Ahmedabad
CRMPython,Data Science,Mid Level (3-5 Yrs),Ahmedabad
Data Analysis,Data Science,Expert (10+ Yrs),Ahmedabad
Front end,Data Science,Expert (10+ Yrs),Ahmedabad
Data Analysis,Data Science,Expert (10+ Yrs),Ahmedabad
Machine Learning,Data Science,Expert (10+ Yrs),Ahmedabad
Javascript,Data Science,Expert (10+ Yrs),Ahmedabad
HTMLData quality,Data Science,Expert (10+ Yrs),Ahmedabad
SQL,Data Science,Expert (10+ Yrs),Ahmedabad
advanced analyticsdata science,Data Science,Junior (1-2 Yrs),Mumbai (All Areas)
Agile scrum,Data Science,Junior (1-2 Yrs),Mumbai (All Areas)
Coding,Data Science,Junior (1-2 Yrs),Mumbai (All Areas)
Debugging,Data Science,Junior (1-2 Yrs),Mumbai (All Areas)
Machine Learning,Data Science,Junior (1-2 Yrs),Mumbai (All Areas)
Technical leadership,Data Science,Junior (1-2 Yrs),Mumbai (All Areas)
Subject Matter Expert,Data Science,Junior (1-2 Yrs),Mumbai (All Areas)
Cold callingdata science,Data Science,Mid Level (3-5 Yrs),Pune
Data modeling,Data Science,Mid Level (3-5 Yrs),Pune
Data Analysis,Data Science,Mid Level (3-5 Yrs),Pune
Artificial Intelligence,Data Science,Mid Level (3-5 Yrs),Pune
Machine Learning,Data Science,Mid Level (3-5 Yrs),Pune
Service industry,Data Science,Mid Level (3-5 Yrs),Pune
Data structures,Data Science,Mid Level (3-5 Yrs),Pune
software architecturedata science,Data Science,Junior (1-2 Yrs),Ahmedabad(Anand Nagar)
Data modeling,Data Science,Junior (1-2 Yrs),Ahmedabad(Anand Nagar)
Data Analysis,Data Science,Junior (1-2 Yrs),Ahmedabad(Anand Nagar)
Artificial Intelligence,Data Science,Junior (1-2 Yrs),Ahmedabad(Anand Nagar)
Machine Learning,Data Science,Junior (1-2 Yrs),Ahmedabad(Anand Nagar)
Data structures,Data Science,Junior (1-2 Yrs),Ahmedabad(Anand Nagar)
Statistics,Data Science,Junior (1-2 Yrs),Ahmedabad(Anand Nagar)
Data Analysis,Data Science,Mid Level (3-5 Yrs),Hyderabad
Data modelingdata security,Data Science,Mid Level (3-5 Yrs),Hyderabad
Infrastructuredata privacy,Data Science,Mid Level (3-5 Yrs),Hyderabad
Assistant Manager Design,Data Science,Mid Level (3-5 Yrs),Hyderabad
Data warehousing,Data Science,Mid Level (3-5 Yrs),Hyderabad
SASDb2Coding,Data Science,Mid Level (3-5 Yrs),Hyderabad
SQLAgile,Data Science,Mid Level (3-5 Yrs),Hyderabad
Selenium,Data Science,Mid Level (3-5 Yrs),Hyderabad
Open source,Data Science,Mid Level (3-5 Yrs),Hyderabad
Data mining,Data Science,Mid Level (3-5 Yrs),Hyderabad
Unix,Data Science,Junior (1-2 Yrs),Bangalore
Product management,Data Science,Junior (1-2 Yrs),Bangalore
Computer science,Data Science,Junior (1-2 Yrs),Bangalore
Linux,Data Science,Junior (1-2 Yrs),Bangalore
Networking,Data Science,Junior (1-2 Yrs),Bangalore
GCPSystem design,Data Science,Junior (1-2 Yrs),Bangalore
Monitoring,Data Science,Junior (1-2 Yrs),Bangalore
Business services,Data Analytics,Junior (1-2 Yrs),Hybrid - Pune
Customer acquisitionmetadata,Data Analytics,Junior (1-2 Yrs),Hybrid - Pune
Project Management,Data Analytics,Junior (1-2 Yrs),Hybrid - Pune
Data structures,Data Analytics,Junior (1-2 Yrs),Hybrid - Pune
Business process management,Data Analytics,Junior (1-2 Yrs),Hybrid - Pune
Operations,Data Analytics,Junior (1-2 Yrs),Hybrid - Pune
Data Analysis,Data Analytics,Junior (1-2 Yrs),Hybrid - Pune
Tableau,Data Science,Senior (6-10 Yrs),Kolkata
Data Warehousing,Data Science,Senior (6-10 Yrs),Kolkata
Power BI,Data Science,Senior (6-10 Yrs),Kolkata
Tableau Reporting,Data Science,Senior (6-10 Yrs),Kolkata
Data Visualization,Data Science,Senior (6-10 Yrs),Kolkata
Data Modeling,Data Science,Senior (6-10 Yrs),Kolkata
Data Warehousing Concepts,Data Science,Senior (6-10 Yrs),Kolkata
Warehouse,Data Science,Senior (6-10 Yrs),Kolkata
Business process,Data Science,Mid Level (3-5 Yrs),Ahmedabad
Data Analysis,Data Science,Mid Level (3-5 Yrs),Ahmedabad
ERPData management,Data Science,Mid Level (3-5 Yrs),Ahmedabad
Data modeling,Data Science,Mid Level (3-5 Yrs),Ahmedabad
Project Management,Data Science,Mid Level (3-5 Yrs),Ahmedabad
Information management,Data Science,Mid Level (3-5 Yrs),Ahmedabad
Business intelligence,Data Science,Mid Level (3-5 Yrs),Ahmedabad
Automation,Data Science,Mid Level (3-5 Yrs),Hyderabad(Uppal)
Team management,Data Science,Mid Level (3-5 Yrs),Hyderabad(Uppal)
Data modeling,Data Science,Mid Level (3-5 Yrs),Hyderabad(Uppal)
Consulting,Data Science,Mid Level (3-5 Yrs),Hyderabad(Uppal)
Troubleshooting,Data Science,Mid Level (3-5 Yrs),Hyderabad(Uppal)
Technical support,Data Science,Mid Level (3-5 Yrs),Hyderabad(Uppal)
Data Analysis,Data Science,Mid Level (3-5 Yrs),Hyderabad(Uppal)
SQL,Data Science,Mid Level (3-5 Yrs),Hyderabad(Uppal)
Azure,Data Science,Mid Level (3-5 Yrs),Hyderabad
Big Data,Data Science,Mid Level (3-5 Yrs),Hyderabad
AWSPython,Data Science,Mid Level (3-5 Yrs),Hyderabad
SQLPyspark,Data Science,Mid Level (3-5 Yrs),Hyderabad
Data Engineering,Data Science,Mid Level (3-5 Yrs),Hyderabad
GCP,Data Science,Mid Level (3-5 Yrs),Hyderabad
Interpersonal skills,Data Science,Junior (1-2 Yrs),Remote
Cloud,Data Science,Junior (1-2 Yrs),Remote
Programming,Data Science,Junior (1-2 Yrs),Remote
Infrastructure,Data Science,Junior (1-2 Yrs),Remote
Data structures,Data Science,Junior (1-2 Yrs),Remote
System design,Data Science,Junior (1-2 Yrs),Remote
Data quality,Data Science,Junior (1-2 Yrs),Remote
Data Analysis,Data Science,Junior (1-2 Yrs),Remote
Data analysisspark,Data Science,Mid Level (3-5 Yrs),Hyderabad
Data modeling,Data Science,Mid Level (3-5 Yrs),Hyderabad
PAASCloud,Data Science,Mid Level (3-5 Yrs),Hyderabad
Troubleshooting,Data Science,Mid Level (3-5 Yrs),Hyderabad
SSISData warehousing,Data Science,Mid Level (3-5 Yrs),Hyderabad
Aws Cloudaws glue,Data Science,Junior (1-2 Yrs),Mumbai (All Areas)
Github,Data Science,Junior (1-2 Yrs),Mumbai (All Areas)
Clouddata warehousing,Data Science,Junior (1-2 Yrs),Mumbai (All Areas)
Etl Development,Data Science,Junior (1-2 Yrs),Mumbai (All Areas)
Ci/Cd,Data Science,Junior (1-2 Yrs),Mumbai (All Areas)
DATA MODELLING,Data Science,Junior (1-2 Yrs),Mumbai (All Areas)
Supply chain,Data Science,Mid Level (3-5 Yrs),Hyderabad
Customer acquisitionmetadata,Data Science,Mid Level (3-5 Yrs),Hyderabad
Project Management,Data Science,Mid Level (3-5 Yrs),Hyderabad
Data structures,Data Science,Mid Level (3-5 Yrs),Hyderabad
Business solutions,Data Science,Mid Level (3-5 Yrs),Hyderabad
Operations,Data Science,Mid Level (3-5 Yrs),Hyderabad
Data Analysis,Data Science,Mid Level (3-5 Yrs),Hyderabad
Computer science,Data Science,Mid Level (3-5 Yrs),Hyderabad
Business services,Data Science,Mid Level (3-5 Yrs),Hyderabad
Product management,Data Science,Mid Level (3-5 Yrs),Hyderabad
Networking,Data Science,Mid Level (3-5 Yrs),Hyderabad
Data Analysis,Data Science,Mid Level (3-5 Yrs),Hyderabad
Workflow,Data Science,Mid Level (3-5 Yrs),Hyderabad
Business solutions,Data Science,Mid Level (3-5 Yrs),Hyderabad
Monitoring,Data Science,Mid Level (3-5 Yrs),Hyderabad
Data Engineer,Data Science,Junior (1-2 Yrs),Hyderabad
Data Ingestion,Data Science,Junior (1-2 Yrs),Hyderabad
Datafactory,Data Science,Junior (1-2 Yrs),Hyderabad
Azure,Data Science,Junior (1-2 Yrs),Hyderabad
Data Engineering,Data Science,Junior (1-2 Yrs),Hyderabad
Snowflake,Data Science,Junior (1-2 Yrs),Hyderabad
Databrickssql,Data Science,Junior (1-2 Yrs),Hyderabad
Power BITableau,Data Science,Mid Level (3-5 Yrs),Pune
ETLMachine learning,Data Science,Mid Level (3-5 Yrs),Pune
BIAImarket data,Data Science,Mid Level (3-5 Yrs),Pune
Risk management,Data Science,Mid Level (3-5 Yrs),Pune
Business process,Data Science,Junior (1-2 Yrs),Hyderabad/ Secunderabad
Training,Data Science,Junior (1-2 Yrs),Hyderabad/ Secunderabad
Root cause analysis,Data Science,Junior (1-2 Yrs),Hyderabad/ Secunderabad
User administration,Data Science,Junior (1-2 Yrs),Hyderabad/ Secunderabad
Deployment,Data Science,Junior (1-2 Yrs),Hyderabad/ Secunderabad
Monitoring,Data Science,Junior (1-2 Yrs),Hyderabad/ Secunderabad
Data Engineering,Data Science,Junior (1-2 Yrs),Hyderabad/ Secunderabad
Administration,Data Science,Junior (1-2 Yrs),Hyderabad/ Secunderabad
Data management,Data Science,Mid Level (3-5 Yrs),Hyderabad
Packaging,Data Science,Mid Level (3-5 Yrs),Hyderabad
SEZManager Quality Controlbig data,Data Science,Mid Level (3-5 Yrs),Hyderabad
Monitoring,Data Science,Mid Level (3-5 Yrs),Hyderabad
SQLData architecture,Data Science,Mid Level (3-5 Yrs),Hyderabad
Automation,Data Science,Mid Level (3-5 Yrs),Remote
Web development,Data Science,Mid Level (3-5 Yrs),Remote
Consulting,Data Science,Mid Level (3-5 Yrs),Remote
Machine Learning,Data Science,Mid Level (3-5 Yrs),Remote
Packaging,Data Science,Mid Level (3-5 Yrs),Remote
System design,Data Science,Mid Level (3-5 Yrs),Remote
Data Analysis,Data Science,Mid Level (3-5 Yrs),Remote
Python,Data Science,Mid Level (3-5 Yrs),Remote
Performance tuning,Data Science,Junior (1-2 Yrs),Gurgaon
Automation,Data Science,Junior (1-2 Yrs),Gurgaon
Agile,Data Science,Junior (1-2 Yrs),Gurgaon
HTTPStored procedures,Data Science,Junior (1-2 Yrs),Gurgaon
System software,Data Science,Junior (1-2 Yrs),Gurgaon
Oracle,Data Science,Junior (1-2 Yrs),Gurgaon
Information technology,Data Science,Junior (1-2 Yrs),Gurgaon
Azure Data Engineer,Data Science,Junior (1-2 Yrs),Pune
Azure Data Factory,Data Science,Junior (1-2 Yrs),Pune
Azure Databricks,Data Science,Junior (1-2 Yrs),Pune
Azure Data Lake,Data Science,Junior (1-2 Yrs),Pune
Microsoft Azure,Data Science,Junior (1-2 Yrs),Pune
Factory,Data Science,Junior (1-2 Yrs),Pune
Data Lake,Data Science,Junior (1-2 Yrs),Pune
Data Analysis,Data Science,Mid Level (3-5 Yrs),Remote
Data modeling,Data Science,Mid Level (3-5 Yrs),Remote
Agile,Data Science,Mid Level (3-5 Yrs),Remote
Scrum,Data Science,Mid Level (3-5 Yrs),Remote
Troubleshootingdigital transformation,Data Science,Mid Level (3-5 Yrs),Remote
SDLCSQL,Data Science,Mid Level (3-5 Yrs),Remote
Loans,Data Science,Senior (6-10 Yrs),Indore
Data modeling,Data Science,Senior (6-10 Yrs),Indore
Coding,Data Science,Senior (6-10 Yrs),Indore
Data Analysis,Data Science,Senior (6-10 Yrs),Indore
Data processing,Data Science,Senior (6-10 Yrs),Indore
Troubleshooting,Data Science,Senior (6-10 Yrs),Indore
Data Analysis,Data Science,Senior (6-10 Yrs),Indore
SQL,Data Science,Senior (6-10 Yrs),Indore
Automation,Data Science,Senior (6-10 Yrs),Hyderabad/ Secunderabad
Access management,Data Science,Senior (6-10 Yrs),Hyderabad/ Secunderabad
IFSData processing,Data Science,Senior (6-10 Yrs),Hyderabad/ Secunderabad
Enterprise application integration,Data Science,Senior (6-10 Yrs),Hyderabad/ Secunderabad
Informatica,Data Science,Senior (6-10 Yrs),Hyderabad/ Secunderabad
SSISVirtualization,Data Science,Senior (6-10 Yrs),Hyderabad/ Secunderabad
Maven,Data Science,Mid Level (3-5 Yrs),Chennai
C++GITCoding,Data Science,Mid Level (3-5 Yrs),Chennai
Debugging,Data Science,Mid Level (3-5 Yrs),Chennai
SCALAAgile,Data Science,Mid Level (3-5 Yrs),Chennai
Scrum,Data Science,Mid Level (3-5 Yrs),Chennai
Maven,Data Science,Mid Level (3-5 Yrs),Hyderabad
C++Prototype,Data Science,Mid Level (3-5 Yrs),Hyderabad
Coding,Data Science,Mid Level (3-5 Yrs),Hyderabad
SQLDebugging,Data Science,Mid Level (3-5 Yrs),Hyderabad
Agile,Data Science,Mid Level (3-5 Yrs),Hyderabad
Scrum,Data Science,Mid Level (3-5 Yrs),Hyderabad
Software design,Data Science,Senior (6-10 Yrs),Hyderabad
Architecture,Data Science,Senior (6-10 Yrs),Hyderabad
GCPDebugging,Data Science,Senior (6-10 Yrs),Hyderabad
Application development,Data Science,Senior (6-10 Yrs),Hyderabad
Cosmos,Data Science,Senior (6-10 Yrs),Hyderabad
Monitoring,Data Science,Senior (6-10 Yrs),Hyderabad
SQL,Data Science,Senior (6-10 Yrs),Hyderabad
Maven,Other,Mid Level (3-5 Yrs),Ahmedabad
C++GITCoding,Other,Mid Level (3-5 Yrs),Ahmedabad
Debugging,Other,Mid Level (3-5 Yrs),Ahmedabad
SCALAAgile,Other,Mid Level (3-5 Yrs),Ahmedabad
Scrum,Other,Mid Level (3-5 Yrs),Ahmedabad
SAPAnalytical,Data Science,Junior (1-2 Yrs),Mumbai
Agiledata governancepower bi,Data Science,Junior (1-2 Yrs),Mumbai
Data quality,Data Science,Junior (1-2 Yrs),Mumbai
Stored procedures,Data Science,Junior (1-2 Yrs),Mumbai
Data warehousing,Data Science,Junior (1-2 Yrs),Mumbai
Performance tuning,Data Science,Senior (6-10 Yrs),Chennai
Computer visioncustomer analytics,Data Science,Senior (6-10 Yrs),Chennai
Application engineering,Data Science,Senior (6-10 Yrs),Chennai
Diagnostics,Data Science,Senior (6-10 Yrs),Chennai
Data Analysis,Data Science,Senior (6-10 Yrs),Chennai
Artificial Intelligence,Data Science,Senior (6-10 Yrs),Chennai
Agile,Data Science,Senior (6-10 Yrs),Chennai
Performance tuninggithub,Data Science,Senior (6-10 Yrs),Hyderabad
GITProject implementation,Data Science,Senior (6-10 Yrs),Hyderabad
Agile,Data Science,Senior (6-10 Yrs),Hyderabad
JSONStored procedures,Data Science,Senior (6-10 Yrs),Hyderabad
JIRA,Data Science,Senior (6-10 Yrs),Hyderabad
Telecom,Data Science,Senior (6-10 Yrs),Remote
Semiconductor,Data Science,Senior (6-10 Yrs),Remote
Linux,Data Science,Senior (6-10 Yrs),Remote
Development Manager,Data Science,Senior (6-10 Yrs),Remote
GCPShell scripting,Data Science,Senior (6-10 Yrs),Remote
Healthcare,Data Science,Senior (6-10 Yrs),Remote
Automotive,Data Science,Senior (6-10 Yrs),Remote
Automation,Data Science,Mid Level (3-5 Yrs),Remote
Agile developmentdata integrity,Data Science,Mid Level (3-5 Yrs),Remote
Cosmos,Data Science,Mid Level (3-5 Yrs),Remote
Troubleshooting,Data Science,Mid Level (3-5 Yrs),Remote
Electricalsinfrastructure security,Data Science,Mid Level (3-5 Yrs),Remote
Product management,Data Science,Fresher (0 Yrs),Kolkata
Analytical skills,Data Science,Fresher (0 Yrs),Kolkata
Data modeling,Data Science,Fresher (0 Yrs),Kolkata
Agilemicrosoft azure,Data Science,Fresher (0 Yrs),Kolkata
Scrumdigital transformation,Data Science,Fresher (0 Yrs),Kolkata
Data warehousing,Data Science,Fresher (0 Yrs),Kolkata
Data Engineering,Data Science,Mid Level (3-5 Yrs),Hyderabad
Aws Cloud,Data Science,Mid Level (3-5 Yrs),Hyderabad
Data Pipeline,Data Science,Mid Level (3-5 Yrs),Hyderabad
Azure Cloud,Data Science,Mid Level (3-5 Yrs),Hyderabad
GCPAws Glue,Data Science,Mid Level (3-5 Yrs),Hyderabad
Microsoft Azure,Data Science,Mid Level (3-5 Yrs),Hyderabad
Engineering,Data Science,Mid Level (3-5 Yrs),Hyderabad
Computer science,Data Analytics,Mid Level (3-5 Yrs),Hyderabad
Cloud computing,Data Analytics,Mid Level (3-5 Yrs),Hyderabad
Version control,Data Analytics,Mid Level (3-5 Yrs),Hyderabad
Functional testing,Data Analytics,Mid Level (3-5 Yrs),Hyderabad
SQLIntegration testing,Data Analytics,Mid Level (3-5 Yrs),Hyderabad
Data quality,Data Analytics,Mid Level (3-5 Yrs),Hyderabad
Unit testing,Data Analytics,Mid Level (3-5 Yrs),Hyderabad
Snowflake,Data Science,Senior (6-10 Yrs),Mumbai
Big Data Technologies,Data Science,Senior (6-10 Yrs),Mumbai
Databricks,Data Science,Senior (6-10 Yrs),Mumbai
EMRAWSGlue,Data Science,Senior (6-10 Yrs),Mumbai
Athena & Redshift,Data Science,Senior (6-10 Yrs),Mumbai
Product engineering,Data Science,Mid Level (3-5 Yrs),Pune
Data modeling,Data Science,Mid Level (3-5 Yrs),Pune
Postgresql,Data Science,Mid Level (3-5 Yrs),Pune
SQLData quality,Data Science,Mid Level (3-5 Yrs),Pune
Business intelligence,Data Science,Mid Level (3-5 Yrs),Pune
Distribution system,Data Science,Mid Level (3-5 Yrs),Pune
Data Analysis,Data Science,Mid Level (3-5 Yrs),Pune
Product engineering,Data Science,Mid Level (3-5 Yrs),Hyderabad
Data modeling,Data Science,Mid Level (3-5 Yrs),Hyderabad
Postgresql,Data Science,Mid Level (3-5 Yrs),Hyderabad
SQLData quality,Data Science,Mid Level (3-5 Yrs),Hyderabad
Business intelligence,Data Science,Mid Level (3-5 Yrs),Hyderabad
Distribution system,Data Science,Mid Level (3-5 Yrs),Hyderabad
Data Analysis,Data Science,Mid Level (3-5 Yrs),Hyderabad
python,Data Science,Junior (1-2 Yrs),Hyderabad
Power Bietl develop,Data Science,Junior (1-2 Yrs),Hyderabad
AWSsql,Data Science,Junior (1-2 Yrs),Hyderabad
Tableau,Data Science,Junior (1-2 Yrs),Hyderabad
ETL Development,Data Science,Junior (1-2 Yrs),Hyderabad
ETL,Data Science,Junior (1-2 Yrs),Hyderabad
Computer science,Data Science,Expert (10+ Yrs),Chennai
Customer acquisition,Data Science,Expert (10+ Yrs),Chennai
Usage,Data Science,Expert (10+ Yrs),Chennai
Office Associatecassandra,Data Science,Expert (10+ Yrs),Chennai
Diversity and Inclusion,Data Science,Expert (10+ Yrs),Chennai
Focus,Data Science,Expert (10+ Yrs),Chennai
Hadoop,Data Science,Expert (10+ Yrs),Chennai
Data Engineering,Data Science,Fresher (0 Yrs),Remote
