Job Titles,Company Names,Experience Required,Package,Locations,Skills,Role Type,Primary Location,Exp Min,Exp Max,Exp Category,Salary Disclosed
Consultant,Grant Thornton,4-6 Yrs,Not disclosed,"Allahabad/Prayagraj, Varanasi/Benaras, Ghaziabad, Kanpur, Lucknow, Agra",SAPPlant machineryCorrective maintenanceOrder processingPlant maintenanceSAP Plant MaintenanceBusiness AnalystProcess,Other,Allahabad/Prayagraj,4,6,Mid Level (3-5 Yrs),Not Disclosed
Associate Financial Executive,Otis,8-10 Yrs,Not disclosed,"Pune, Gurgaon/Gurugram",AutomationJunior StaffOperational excellenceAgile developmentScrumBusiness process analysisBusiness strategyStakeholder management,Other,Pune,8,10,Senior (6-10 Yrs),Not Disclosed
Process Excellence Champion - Financial Services,Tata Nexarc,2-4 Yrs,Not disclosed,Noida,Life sciencesBusiness modelingService qualityBusiness processSolution architectureDelivery excellenceData modelingBusiness analysis,Other,Noida,2,4,Junior (1-2 Yrs),Not Disclosed
G & PS Economic Growth Senior,KPMG Global Services Private Limited,6-8 Yrs,Not disclosed,Noida,Business Requirements AnalysisData modelingAgileVeeva VaultBusiness modelingData WarehousingDeliveryRequirement analysis,Other,Noida,6,8,Senior (6-10 Yrs),Not Disclosed
Project Manager,Urban Management Centre,6-8 Yrs,Not disclosed,New Delhi,Azurebusiness analysisscrumagilecontent managementSeniorContentAnalysis,Other,Delhi,6,8,Senior (6-10 Yrs),Not Disclosed
Portfolio Revenue Specialist,IHG Hotels & Resorts,2-5 Yrs,Not disclosed,Delhi / NCR,Kanban frameworkProduct managementJenkinsCloud computingJavaISO 27001ScrumAnalytics skills,Other,Delhi / NCR,2,5,Junior (1-2 Yrs),Not Disclosed
Lead Assistant Manager,EXL,6-8 Yrs,Not disclosed,Delhi / NCR,Business AnalysisCSPOASCPProduct ManagementAgilePOPMScrumSAFe,Other,Delhi / NCR,6,8,Senior (6-10 Yrs),Not Disclosed
Senior Assistant Vice President,EXL,8-10 Yrs,Not disclosed,Delhi / NCR,AutomationApplication supportDb2XMLCicsCobolPerlTroubleshooting,Other,Delhi / NCR,8,10,Senior (6-10 Yrs),Not Disclosed
Assistant Vice President,EXL,3-12 Yrs,Not disclosed,Gurgaon/Gurugram,PEGACpbaPega Business Analyst,Other,Gurgaon,3,12,Mid Level (3-5 Yrs),Not Disclosed
Travel Desk Executive,Samsung Engineering India,8-13 Yrs,Not disclosed,Noida,ProcurementInternational operationsAssociate Business AnalystPharmaFPAFinancial planningMS OfficeContinuous improvement,Other,Noida,8,13,Senior (6-10 Yrs),Not Disclosed
Manager,EXL,3-8 Yrs,Not disclosed,Gurgaon/Gurugram,Communication Skillsbusiness analysisSDLCSoftware Product DesignFunctional AnalysisAnalytical SkillsSoftwareProduct design,Other,Gurgaon,3,8,Mid Level (3-5 Yrs),Not Disclosed
Senior Manager,PwC,0-3 Yrs,Not disclosed,Noida,ERPVisual StudioMicrosoft DynamicsTroubleshootingSQLData migrationEnvironment managementRelease management,Other,Noida,0,3,Fresher (0 Yrs),Not Disclosed
Senior Manager/Manager (Marketing),Ashoka University,4-6 Yrs,Not disclosed,"Noida, New Delhi",structured financeStructured Productsfixed incomeCFAFRMSecuritizationCredit Derivativeshedge funds,Other,Noida,4,6,Mid Level (3-5 Yrs),Not Disclosed
BESS Energy Optimization and Monitoring Engineer,Siemens,6-11 Yrs,Not disclosed,"Noida, Lucknow",Postman ApiSwagger ApiApi IntegrationPrototypingBusiness AnalysisFigmaIntegrationAPI,Other,Noida,6,11,Senior (6-10 Yrs),Not Disclosed
Project Execution Lead,Technip Energies,4-8 Yrs,Not disclosed,New Delhi,Requirement GatheringBrdUser StoriesWireframeFRDUATMockupClient Interaction,Other,Delhi,4,8,Mid Level (3-5 Yrs),Not Disclosed
Procurement Specialist,Baker Hughes,0-1 Yrs,Not disclosed,"Hybrid - New Delhi, Delhi, Gurgaon/ Gurugram, Haryana, Delhi / NCR",Customer acquisitionB2BNetworkingAutomation toolsSalesforce.comTransitionSenior Business AnalystMarketing operations,Other,Hybrid - Delhi,0,1,Fresher (0 Yrs),Not Disclosed
G & PS Economic Growth Senior,KPMG Global Services Private Limited,10-12 Yrs,Not disclosed,Gurgaon/Gurugram,SAP WMSSAP Implementationlogistics moduleLogistics executionWarehouse ManagementSAP SDLogisticsTransportation,Other,Gurgaon,10,12,Senior (6-10 Yrs),Not Disclosed
G & PS Economic Growth Executive,KPMG Global Services Private Limited,3-8 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Gurgaon/Gurugram",Pivot TableAdvanced ExcelBusiness analysisTablesPivotBusiness operationsOperationsExcel,Other,Kolkata,3,8,Mid Level (3-5 Yrs),Not Disclosed
Sr. Associate - Search Engine Marketing,Chegg,2-5 Yrs,Not disclosed,"New Delhi, Delhi, Gurgaon/ Gurugram, Haryana",Manager Quality AssuranceBusiness AnalystBusiness analysisAnalyticalMachine learningAgileBusiness strategyRisk management,Other,Delhi,2,5,Junior (1-2 Yrs),Not Disclosed
Junior Consultant - Ministry of Corporate Affairs,National Institute for Smart Government (NISG),7-9 Yrs,Not disclosed,Gurgaon/Gurugram,Manager Quality AssuranceBusiness AnalystBusiness analysisAnalyticalMachine learningAgileBusiness strategyRisk management,Other,Gurgaon,7,9,Senior (6-10 Yrs),Not Disclosed
"Consultant - Domain , Ministry Of Corporate Affairs (Delhi)",National Institute for Smart Government (NISG),1-4 Yrs,Not disclosed,Gurgaon/Gurugram,PpnrBusiness AnalystFP&ABankingFinance ChangeChange ManagementBudgeting And ForecastingNet Expense,Other,Gurgaon,1,4,Junior (1-2 Yrs),Not Disclosed
Senior Consultant - Ministry Of Corporate Affairs (Delhi),National Institute for Smart Government (NISG),3-8 Yrs,Not disclosed,Gurgaon/Gurugram,Cloud computingWealth managementLegal complianceAnalyticalFinancial planningJIRAUser acceptance testingFinancial services,Other,Gurgaon,3,8,Mid Level (3-5 Yrs),Not Disclosed
SQL Developer,Teleperformance (TP),2-3 Yrs,Not disclosed,Gurgaon/Gurugram,Business processBusiness servicesReinsuranceClaimsUnderwritingBillingScrumTest cases,Other,Gurgaon,2,3,Junior (1-2 Yrs),Not Disclosed
Tableau SQL Lead,NTT,7-9 Yrs,Not disclosed,Gurgaon/Gurugram,Private EquityBusiness AnalystPE AllocationPrivate Equity Fund AccountingPrivate Equity AllocationProduct DevelopmentProduct ManagementBusiness Analytics,Other,Gurgaon,7,9,Senior (6-10 Yrs),Not Disclosed
Associate,Unitedlex,3-8 Yrs,Not disclosed,New Delhi,C++EclipseDebuggingApplication developmentOracleJMSJavaSoftware design,Other,Delhi,3,8,Mid Level (3-5 Yrs),Not Disclosed
Senior Growth Product Manager,Times Internet,7-11 Yrs,Not disclosed,Gurgaon/Gurugram,eCommerceTechnical Business AnalystAEMBusiness analysisE-commerceHiringTechnicalTechnical analysis,Other,Gurgaon,7,11,Senior (6-10 Yrs),Not Disclosed
Software Developer,Pipecare Group,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,Business systemSAPNetworkingPharmaGroup reportingData collectionBusiness process analysisSAP FI,Other,Gurgaon,5,10,Mid Level (3-5 Yrs),Not Disclosed
R Programmer,WRS Info India,8-9 Yrs,Not disclosed,New Delhi,technical business analystApi IntegrationPayment Domainbusiness requirementsSwagger ApisolutioningSwaggerdocumentation,Other,Delhi,8,9,Senior (6-10 Yrs),Not Disclosed
Senior BI Manager,Razor Group Gmbh,7-12 Yrs,Not disclosed,Gurgaon/Gurugram,UnixData migrationWeb servicesXMLPLSQLJSONWindowsOracle,Other,Gurgaon,7,12,Senior (6-10 Yrs),Not Disclosed
Charting Specialist (Market Research),GfK,3-8 Yrs,Not disclosed,Gurgaon/Gurugram,SAP FICOProduct CostingIhcdata archivingCash ManagementTreasury Risk ManagementBusiness analysisTreasury,Other,Gurgaon,3,8,Mid Level (3-5 Yrs),Not Disclosed
SEO - EM,Adidas,7-12 Yrs,Not disclosed,Gurgaon/Gurugram,ProcurementTelecomSAPBusiness AnalystLegalContinuous improvementStakeholder managementSAP Finance,Other,Gurgaon,7,12,Senior (6-10 Yrs),Not Disclosed
Operations Audit - Senior Associate,PwC,6-12 Yrs,Not disclosed,Gurgaon/Gurugram,Material managementTelecomChange managementService levelSAPPharmaAgileScrum,Other,Gurgaon,6,12,Senior (6-10 Yrs),Not Disclosed
Security & Loss Prevention Specialist,Amazon,5-7 Yrs,Not disclosed,Gurgaon/Gurugram,Application supportInterpersonal skillsBusiness AnalystManager TechnologyTroubleshootingAnalyticsSQLInterpersonal,Other,Gurgaon,5,7,Mid Level (3-5 Yrs),Not Disclosed
Senior Solution Architect,Adidas,2-4 Yrs,"50,000-1.25 Lacs PA",Gurgaon/Gurugram,Content managementInterpersonal skillsLMSTime managementPharmaInformation securityBusiness process analysisTroubleshooting,Other,Gurgaon,2,4,Junior (1-2 Yrs),Disclosed
Actimize Application Developer,Accenture,2-5 Yrs,Not disclosed,Gurgaon/Gurugram,sap ewmWCSWarehouse managementSAP Extended Warehouse ManagementMFS IntegrationMFManagementWarehouse,Other,Gurgaon,2,5,Junior (1-2 Yrs),Not Disclosed
Principal Software Engineer - Routing/IP & Security,Ciena,8-10 Yrs,Not disclosed,Noida,sap ewmWCSWarehouse managementSAP Extended Warehouse ManagementSAP MFSMFSAP Warehouse ManagementBusiness analysis,Other,Noida,8,10,Senior (6-10 Yrs),Not Disclosed
Lead Software Engineer -L2/IP/Control Plane/OAM,Ciena,8-10 Yrs,Not disclosed,New Delhi,Supply chainTelecomChange managementConfiguration managementHealthcareIncident managementInformation technologyRelease management,Other,Delhi,8,10,Senior (6-10 Yrs),Not Disclosed
IGT Hiring Senior Manager WFM,IGT Solutions,5-10 Yrs,Not disclosed,"Gurgaon/Gurugram, United States (USA)",Cloud computingAws CloudLinuxCloud Formation AwsAzure CloudSoftware IntegrationCicd PipelineIdentity Management,Other,Gurgaon,5,10,Mid Level (3-5 Yrs),Not Disclosed
Short Term Consultant - Artificial Intelligence and dCXR,Clinton Health Access Initiative (CHAI),3-8 Yrs,Not disclosed,Noida,ProcurementBusiness AnalystAviationAerospaceInventory managementMaterial planningManagementMRO,Other,Noida,3,8,Mid Level (3-5 Yrs),Not Disclosed
Lead,Unitedlex,3-5 Yrs,Not disclosed,Noida,aviation managementAviationBusiness AnalystAerospaceStaff managementManagementbusiness analysis,Other,Noida,3,5,Mid Level (3-5 Yrs),Not Disclosed
Technology Enablement SAP-SF-ONB 2.0 Executive,KPMG Global Services Private Limited,3-5 Yrs,Not disclosed,Gurgaon/Gurugram,Computer scienceAdministrationERPBusiness AnalystGap analysisManagementInformation technologyscience,Other,Gurgaon,3,5,Mid Level (3-5 Yrs),Not Disclosed
Architect,Design Academy,3-5 Yrs,Not disclosed,Gurgaon/Gurugram,Microsoft Power BiPythonsqlConsultingBusiness analysisBiPower BiMicrosoft,Other,Gurgaon,3,5,Mid Level (3-5 Yrs),Not Disclosed
Direct Walk in For Freshers - Order Entry (Non-Voice Process),Rapid Care,2-5 Yrs,Not disclosed,Gurgaon/Gurugram,Business AnalystSSRSSSISSCMSQLMLMBusiness analysisSR,Other,Gurgaon,2,5,Junior (1-2 Yrs),Not Disclosed
G & PS Government Technology Senior,KPMG Global Services Private Limited,3-12 Yrs,Not disclosed,Gurgaon/Gurugram,Front officeMoney marketFixed incomecalypsoBack officeXSLTmarket dataBusiness solutions,Other,Gurgaon,3,12,Mid Level (3-5 Yrs),Not Disclosed
Technology Enablement SAP-SF-PMGM Executive,KPMG Global Services Private Limited,5-6 Yrs,Not disclosed,Gurgaon/Gurugram,Business Analyst US HealthcarePayer DomainHealth InsuranceBusiness StrategyBusiness Analyststrategy planningDNSUS healthcare,Other,Gurgaon,5,6,Mid Level (3-5 Yrs),Not Disclosed
Technology Enablement SAP-SF-PMGM Assistant Manager,KPMG Global Services Private Limited,0-1 Yrs,Not disclosed,Gurgaon/Gurugram,BrdFRDBusiness AnalysisUse CasesRequirement GatheringFresherRequirementsUsage,Other,Gurgaon,0,1,Fresher (0 Yrs),Not Disclosed
Asst. Manager - Campaign Management - DPC,Adidas,0-2 Yrs,Not disclosed,Gurgaon/Gurugram,ProcurementInternational operationsBusiness AnalystAssociate Business AnalystFPAPharmaFinancial planningMS Office,Other,Gurgaon,0,2,Fresher (0 Yrs),Not Disclosed
G & PS Economic Development Advisory Associate Consultant,KPMG Global Services Private Limited,7-10 Yrs,Not disclosed,Gurgaon/Gurugram,MIS reportingWaste managementDue diligenceBusiness AnalystMISAnalyticalAdvanced ExcelBudgeting,Other,Gurgaon,7,10,Senior (6-10 Yrs),Not Disclosed
Consultant,Grant Thornton,4-6 Yrs,Not disclosed,Gurgaon/Gurugram,Process FlowBrdProcess DesignGap AnalysisMS VisioLife InsuranceUse CasesRequirement Gathering,Other,Gurgaon,4,6,Mid Level (3-5 Yrs),Not Disclosed
Consultant,Grant Thornton,5-7 Yrs,Not disclosed,Gurgaon/Gurugram,Computer scienceBusiness AnalystHRHrsdBusiness analysisComputerScience,Other,Gurgaon,5,7,Mid Level (3-5 Yrs),Not Disclosed
Online Merchandiser,Paytm,1-5 Yrs,Not disclosed,New Delhi,Data migrationBusiness AnalystHP data protectorProject managementProject planningAsset managementRisk managementStakeholder management,Other,Delhi,1,5,Junior (1-2 Yrs),Not Disclosed
Project Manager,Resilience Innovation Knowledge Academy,2-6 Yrs,Not disclosed,Gurgaon/Gurugram,Analytical SkillsBusiness AnalysisanalyticalWritten Communicationcommunication skillsAnalyticsAnalytical SkillAnalysis,Other,Gurgaon,2,6,Junior (1-2 Yrs),Not Disclosed
Sr Specialist In Season Trading,Adidas,1-5 Yrs,Not disclosed,Gurgaon/Gurugram,Business processBusiness System AnalystLeadership developmentBusiness AnalystSystem designGap analysisProcess qualityRisk management,Other,Gurgaon,1,5,Junior (1-2 Yrs),Not Disclosed
Growth Management - Deputy Manager - Transit,Paytm,3-5 Yrs,Not disclosed,Gurgaon/Gurugram,Product managementSupply chainExcelBusiness AnalystLead Business AnalystBankingAgileEquity,Other,Gurgaon,3,5,Mid Level (3-5 Yrs),Not Disclosed
G & PS Economic Growth Specialist,KPMG Global Services Private Limited,3-6 Yrs,Not disclosed,New Delhi,Communication SkillsProject ManagementComplianceAccountingFinanceFollow UpsRecruitmentInterpersonal Skills,Other,Delhi,3,6,Mid Level (3-5 Yrs),Not Disclosed
Technology Enablement SAP-SF-EC Core Senior,KPMG Global Services Private Limited,4-5 Yrs,Not disclosed,New Delhi,Business AnalystFixed assetsStaffingProcess controlPeopleSoftMarketing operationsHROperations,Other,Delhi,4,5,Mid Level (3-5 Yrs),Not Disclosed
Technology Enablement SAP-HCM and SF Manager,KPMG Global Services Private Limited,0-4 Yrs,Not disclosed,New Delhi,Business processBusiness servicesReinsuranceClaimsUnderwritingBillingScrumTest cases,Other,Delhi,0,4,Fresher (0 Yrs),Not Disclosed
MuleSoft Developer,Essenware,7-9 Yrs,Not disclosed,New Delhi,Business systemSAPNetworkingPharmaGroup reportingData collectionBusiness process analysisSAP FI,Other,Delhi,7,9,Senior (6-10 Yrs),Not Disclosed
Managed Services ILS Senior,KPMG Global Services Private Limited,8-13 Yrs,Not disclosed,New Delhi,IT servicesAssuranceCodingAnalyticalJavascriptPeopleSoftHTMLData quality,Other,Delhi,8,13,Senior (6-10 Yrs),Not Disclosed
Gas Turbine - Engine Integration (SAS & Heat Transfer) Engineer,Siemens,10-12 Yrs,Not disclosed,"Mumbai, Chandigarh, Delhi, Lucknow, Ahmedabad, Jaipur",Service deliveryService levelAudit complianceBusiness analysisStaffingSubject matter expertiseInformation technologyOperations,Other,Mumbai,10,12,Senior (6-10 Yrs),Not Disclosed
Manager,EXL,2-7 Yrs,Not disclosed,Gurgaon/Gurugram,Product managementSolution designasset servicingCorporate actionsBusiness AnalystBusiness analysisBankingManager Technology,Other,Gurgaon,2,7,Junior (1-2 Yrs),Not Disclosed
G & PS Economic Growth Specialist,KPMG Global Services Private Limited,1-6 Yrs,Not disclosed,Noida,SAP QM moduleTest scriptsTesting toolsFunctional testingPharmaTest managementInformation technologyBusiness Process Analyst,Other,Noida,1,6,Junior (1-2 Yrs),Not Disclosed
Manager,Grant Thornton,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,Leadership developmentUsageManaged servicesSalesBusiness AnalystFocusConsultingManagement,Other,Gurgaon,5,10,Mid Level (3-5 Yrs),Not Disclosed
Manager,Grant Thornton,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,Performance marketing analyticsData analysisstakeholder managementBusiness analysisCampaign marketingmarketing analysisAnalysisMarketing campaigns,Other,Gurgaon,1,3,Junior (1-2 Yrs),Not Disclosed
Manager,Grant Thornton,4-9 Yrs,Not disclosed,"Katpadi, Vellore, Ranipet",AutomationData analysisProduct engineeringData modelingSchemaPresalesOLAPOLTP,Other,Katpadi,4,9,Mid Level (3-5 Yrs),Not Disclosed
Consultant,Grant Thornton,3-5 Yrs,Not disclosed,Gurgaon/Gurugram,AutomationData analysistableaudata manipulationAnalyticalMachine learningGamingAnalytics,Other,Gurgaon,3,5,Mid Level (3-5 Yrs),Not Disclosed
Consultant,Grant Thornton,6-8 Yrs,Not disclosed,Gurgaon/Gurugram,HR analyticsAttrition modelHR MISHr ReportingHR digitizationAnalyticsMISAttrition,Other,Gurgaon,6,8,Senior (6-10 Yrs),Not Disclosed
Manager Assortment Planning,Adidas,4-7 Yrs,Not disclosed,Delhi,Computer scienceData analysisMS SQLTeam managementProject managementClinical researchTroubleshootingBusiness intelligence,Other,Delhi,4,7,Mid Level (3-5 Yrs),Not Disclosed
Technology Enablement SAP-BI/BW-SAC Executive,KPMG Global Services Private Limited,5-7 Yrs,Not disclosed,"Gurgaon/Gurugram, Bhiwani",Analytical skillsData analysisManager Quality AssuranceProcess improvementData collectionSSISAnalyticsAuditing,Other,Gurgaon,5,7,Mid Level (3-5 Yrs),Not Disclosed
Liaison Officer,R. K. C. S. Educational Society,2-7 Yrs,Not disclosed,Gurgaon/Gurugram,Product managementUser researchTeam leadingData analysisExcelCompetitive analysisResearchMerchandising,Other,Gurgaon,2,7,Junior (1-2 Yrs),Not Disclosed
Franchise Manager,R. K. C. S. Educational Society,7-10 Yrs,1-1.75 Lacs PA,Gurgaon/Gurugram,Effort EstimationEnterprise ArchitectureSolution ArchitectingProject EstimationCoeSolution DevelopmentPresalesDigital Transformation,Other,Gurgaon,7,10,Senior (6-10 Yrs),Disclosed
Industry Expert,R. K. C. S. Educational Society,7-12 Yrs,Not disclosed,Gurgaon/Gurugram,Credit risk StrategySASSQLcredit riskrisk strategyAcquisition StrategyConsumer Credit strategyanalytics,Other,Gurgaon,7,12,Senior (6-10 Yrs),Not Disclosed
Studio Assistant,R. K. C. S. Educational Society,2-7 Yrs,Not disclosed,Noida,Data analysisBusiness analysisAnalyticalMachine learningNatural language processingPredictive modelingCustomer experienceData mining,Other,Noida,2,7,Junior (1-2 Yrs),Not Disclosed
PR Officer,R. K. C. S. Educational Society,5-8 Yrs,Not disclosed,Gurgaon/Gurugram,hr analyticsC&B analysisAnalysis ToolsBenchmarkingReportingCompensation & benefitsHLOOKUPHr Analysis,Other,Gurgaon,5,8,Mid Level (3-5 Yrs),Not Disclosed
Customer Support Finance,CMOTS,4-9 Yrs,Not disclosed,Noida,Power BiAlteryxSQLDataInternationalInternational logisticsBiCo,Other,Noida,4,9,Mid Level (3-5 Yrs),Not Disclosed
Power Plant Performance Engineer,Siemens,3-8 Yrs,Not disclosed,Gurgaon/Gurugram,MS SQLData analysisData managementBusiness analysisMISInformaticaSPSSData mining,Other,Gurgaon,3,8,Mid Level (3-5 Yrs),Not Disclosed
Internal Audit/ Risk Advisory- Deputy Manager,Paytm,3-8 Yrs,Not disclosed,"New Delhi, Hyderabad/Secunderabad, Chennai",Data analysisdevelopmentPrototypesoftwareMentordevelopingitAnalytics,Other,Delhi,3,8,Mid Level (3-5 Yrs),Not Disclosed
Specialist 3,PwC,2-6 Yrs,Not disclosed,Gurgaon/Gurugram,data cleansingData analysisLinuxCodingRisk analyticsProcess improvementUnderwritingAnalytical,Other,Gurgaon,2,6,Junior (1-2 Yrs),Not Disclosed
Manager,Adidas,1-2 Yrs,Not disclosed,Noida,Digital mediaData analysisGoogle AnalyticsWeb analyticsMarketing campaignsAgileMarket researchdata visualization,Other,Noida,1,2,Junior (1-2 Yrs),Not Disclosed
Wanted Mechanical / Civil / Arch / CSE / IT / ECE / MBA Candidates,Cadd Centre,6-8 Yrs,Not disclosed,Noida,Automationdata scienceBankingBusiness intelligenceData warehousingAnalyticsClient managementclient,Other,Noida,6,8,Senior (6-10 Yrs),Not Disclosed
